,0
98,2.2562780380249023
99,1.880344271659851
100,1.0135618448257446
101,1.708670973777771
102,1.4691253900527954
103,1.049157738685608
104,1.6195354461669922
105,1.1367300748825073
106,1.533618450164795
107,1.250216007232666
108,2.1795945167541504
109,1.428847312927246
110,1.1100932359695435
111,1.5490763187408447
112,1.8337984085083008
113,2.549682140350342
114,1.1979990005493164
115,2.067068099975586
116,1.253957986831665
117,1.2870042324066162
118,1.9774683713912964
119,1.578403115272522
120,1.7823176383972168
121,1.3912551403045654
122,1.4203153848648071
123,1.7078038454055786
124,1.8454182147979736
125,1.1579850912094116
126,1.2123697996139526
127,1.8729389905929565
128,1.8467333316802979
129,1.6404540538787842
130,1.7147680521011353
131,1.1627837419509888
132,1.4513227939605713
133,3.456775665283203
134,1.5762882232666016
135,1.8091022968292236
136,1.5008078813552856
137,1.8761498928070068
138,1.1408274173736572
139,1.4192707538604736
140,1.5719918012619019
141,1.7199968099594116
142,2.609147548675537
143,1.5081286430358887
144,1.526104211807251
145,2.190181016921997
146,1.578013300895691
147,1.4668909311294556
148,2.8311643600463867
149,1.2723863124847412
150,1.5266597270965576
151,1.5458955764770508
152,1.1366081237792969
153,1.9132490158081055
154,2.757091522216797
155,1.2897533178329468
156,1.779132604598999
157,1.4998834133148193
158,1.2505154609680176
159,1.7253721952438354
160,2.3721413612365723
161,1.4686675071716309
162,1.3673701286315918
163,2.004176139831543
164,1.3290408849716187
165,2.193058490753174
166,1.0400781631469727
167,1.5856103897094727
168,1.4859685897827148
169,2.0337436199188232
170,1.0096806287765503
171,1.2737407684326172
172,1.0541529655456543
173,1.092792272567749
174,0.8250714540481567
175,1.0729496479034424
176,1.9426922798156738
177,1.5369675159454346
178,1.5382071733474731
179,2.489452838897705
180,1.1158287525177002
181,1.8216297626495361
182,0.8585018515586853
183,2.0984647274017334
184,1.3124327659606934
185,1.56890869140625
186,2.4587185382843018
187,1.7184467315673828
188,1.398876667022705
189,1.1239073276519775
190,1.3432369232177734
191,2.0170609951019287
192,1.265348196029663
193,1.6063594818115234
194,0.9952179193496704
195,1.9581738710403442
196,2.2591488361358643
197,1.5378884077072144
198,1.0902001857757568
199,1.8360753059387207
200,1.9879651069641113
201,1.8055663108825684
202,2.1232662200927734
203,1.5746898651123047
204,1.8057937622070312
205,2.1936964988708496
206,1.3913065195083618
207,1.3414937257766724
208,1.6782360076904297
209,1.4315431118011475
210,1.2718162536621094
211,2.009053945541382
212,0.9699936509132385
213,2.421381711959839
214,2.146939277648926
215,1.673781156539917
216,0.9882880449295044
217,1.4295945167541504
218,1.6903153657913208
219,1.4203269481658936
220,1.3418195247650146
221,1.240044116973877
222,1.6486538648605347
223,1.7214686870574951
224,1.2697622776031494
225,1.5336394309997559
226,1.7777434587478638
227,1.9809783697128296
228,1.4773448705673218
229,1.622714877128601
230,1.949251651763916
231,1.288454532623291
232,1.7073421478271484
233,1.5547173023223877
234,1.920675277709961
235,3.1330559253692627
236,1.893631935119629
237,1.887986183166504
238,1.7025253772735596
239,1.701412320137024
240,1.464653730392456
241,1.427958369255066
242,1.163923978805542
243,1.0707695484161377
244,1.5561271905899048
245,1.2124778032302856
246,1.294134497642517
247,1.6586146354675293
248,1.839690089225769
249,1.553958773612976
250,1.963916301727295
251,1.516929030418396
252,1.0804245471954346
253,2.5909509658813477
254,1.3692575693130493
255,1.3766674995422363
256,2.0210554599761963
257,2.1161251068115234
258,1.7491650581359863
259,2.6878316402435303
260,1.4533964395523071
261,1.8884289264678955
262,0.9533347487449646
263,2.0738563537597656
264,1.3840229511260986
265,1.048173427581787
266,1.8074342012405396
267,1.3276982307434082
268,2.534832000732422
269,1.1071553230285645
270,1.588148832321167
271,1.2391228675842285
272,2.482048273086548
273,1.050694227218628
274,1.1988625526428223
275,1.6951271295547485
276,1.8971269130706787
277,1.705021619796753
278,21.235904693603516
279,1.5448633432388306
280,1.3004343509674072
281,1.443816900253296
282,1.4389863014221191
283,1.52932608127594
284,2.7975587844848633
285,1.3665506839752197
286,2.849456787109375
287,0.967245876789093
288,1.4792084693908691
289,1.1444942951202393
290,1.6399667263031006
291,1.790880799293518
292,1.1346240043640137
293,1.114453911781311
294,1.8328585624694824
295,0.9481221437454224
296,1.6622501611709595
297,1.3295302391052246
298,1.7343335151672363
299,1.3404405117034912
300,1.1976819038391113
301,1.2342441082000732
302,1.5557007789611816
303,1.6653236150741577
304,0.8705437183380127
305,2.209758758544922
306,1.5999515056610107
307,1.0756826400756836
308,1.21492600440979
309,1.485552430152893
310,2.608112335205078
311,1.5313549041748047
312,1.0222924947738647
313,1.76393461227417
314,2.7777271270751953
315,1.6312847137451172
316,1.8341883420944214
317,1.9470738172531128
318,2.2791080474853516
319,1.5421220064163208
320,1.1522557735443115
321,1.8089114427566528
322,1.2202699184417725
323,1.6650735139846802
324,1.1495774984359741
325,1.124155044555664
326,1.2902560234069824
327,1.6347858905792236
328,1.3640434741973877
329,1.1595759391784668
330,0.6499550938606262
331,1.7756692171096802
332,1.753052830696106
333,1.8003021478652954
334,1.5208922624588013
335,1.6083984375
336,1.4258882999420166
337,1.4120562076568604
338,0.9810759425163269
339,1.2897725105285645
340,1.3243000507354736
341,1.2004696130752563
342,1.5847842693328857
343,1.4880149364471436
344,1.4183449745178223
345,1.7925870418548584
346,1.76747727394104
347,1.2604687213897705
348,1.9915132522583008
349,1.6640814542770386
350,0.8790125250816345
351,1.8696415424346924
352,1.2803055047988892
353,2.4306373596191406
354,1.6181221008300781
355,1.169257640838623
356,1.2739200592041016
357,1.13532292842865
358,1.4156056642532349
359,2.2143678665161133
360,1.7208566665649414
361,1.3303117752075195
362,1.0869057178497314
363,1.4770821332931519
364,2.3673782348632812
365,0.9040954113006592
366,1.3543145656585693
367,1.6012070178985596
368,0.9771353006362915
369,1.994511604309082
370,0.9829903244972229
371,1.0751307010650635
372,1.3029357194900513
373,1.5569580793380737
374,0.962300181388855
375,1.4741953611373901
376,1.5047638416290283
377,2.3265316486358643
378,1.4349479675292969
379,1.105310320854187
380,1.5690720081329346
381,1.3648409843444824
382,1.1874420642852783
383,2.705956220626831
384,1.9643566608428955
385,1.3248202800750732
386,1.1805806159973145
387,1.9091262817382812
388,1.4314351081848145
389,1.7585464715957642
390,2.0339438915252686
391,1.0381526947021484
392,1.3779375553131104
393,1.948057770729065
394,1.7929375171661377
395,2.5611305236816406
396,1.2678782939910889
397,1.6815954446792603
398,1.0780818462371826
399,2.332571029663086
400,1.903144121170044
401,0.8533315658569336
402,1.6154897212982178
403,2.173668384552002
404,1.5146101713180542
405,1.5348973274230957
406,1.0232200622558594
407,1.7388052940368652
408,1.2723124027252197
409,2.075110912322998
410,1.656638264656067
411,1.454513430595398
412,1.4579927921295166
413,1.0718884468078613
414,2.5323004722595215
415,1.5995548963546753
416,1.421738862991333
417,1.339284062385559
418,1.431565284729004
419,1.5887585878372192
420,1.6907217502593994
421,1.504976511001587
422,1.8085510730743408
423,1.8555396795272827
424,1.4081132411956787
425,2.040412425994873
426,1.6367206573486328
427,0.8672531843185425
428,1.5003743171691895
429,1.4265763759613037
430,0.9824064373970032
431,1.6581251621246338
432,1.5798299312591553
433,1.3622105121612549
434,1.9941599369049072
435,1.4279639720916748
436,1.7900497913360596
437,1.298229694366455
438,2.5606603622436523
439,2.7122623920440674
440,1.6022136211395264
441,1.3902848958969116
442,1.2011555433273315
443,1.9405591487884521
444,1.4907804727554321
445,1.416154384613037
446,1.3448991775512695
447,1.468672513961792
448,0.9556407928466797
449,1.7427196502685547
450,1.5337212085723877
451,1.723520278930664
452,1.6677840948104858
453,2.331110715866089
454,1.2813761234283447
455,1.5345613956451416
456,1.3137412071228027
457,1.414604663848877
458,1.9719951152801514
459,1.552819848060608
460,2.6422290802001953
461,1.1724519729614258
462,1.9748247861862183
463,1.6687700748443604
464,0.9178892970085144
465,1.6457451581954956
466,1.5098299980163574
467,2.162247657775879
468,2.2064356803894043
469,1.3447818756103516
470,2.353884220123291
471,1.2017822265625
472,2.287787437438965
473,1.3603464365005493
474,2.803551197052002
475,1.9336801767349243
476,0.9722948670387268
477,1.5422422885894775
478,1.3599677085876465
479,1.5186628103256226
480,1.1365978717803955
481,1.6144964694976807
482,0.9032251238822937
483,1.3163549900054932
484,2.3206610679626465
485,1.1613829135894775
486,2.288943290710449
487,1.5357630252838135
488,1.839127779006958
489,1.1842153072357178
490,2.31787109375
491,1.224676251411438
492,1.5031044483184814
493,1.8454283475875854
494,1.5813342332839966
495,0.9785745143890381
496,1.3802940845489502
497,1.6634962558746338
498,2.214221477508545
499,1.42124342918396
500,1.3938804864883423
501,2.223099708557129
502,1.5341283082962036
503,1.234990119934082
504,1.0419164896011353
505,1.6847927570343018
506,1.545558214187622
507,2.9500808715820312
508,1.5343458652496338
509,1.2488089799880981
510,1.4425292015075684
511,1.4288066625595093
512,2.2557690143585205
513,1.6207098960876465
514,0.8780694603919983
515,1.4260737895965576
516,1.1908998489379883
517,1.8267866373062134
518,2.7349560260772705
519,2.6456892490386963
520,1.9014086723327637
521,0.829616904258728
522,1.254589319229126
523,1.4179881811141968
524,1.8982725143432617
525,1.598664402961731
526,1.9901310205459595
527,1.4828805923461914
528,2.1273083686828613
529,2.5891356468200684
530,2.55845308303833
531,1.1542775630950928
532,1.1977200508117676
533,1.6705654859542847
534,1.2665449380874634
535,1.5924596786499023
536,1.3600702285766602
537,1.0027796030044556
538,1.3307442665100098
539,1.0643157958984375
540,1.5954499244689941
541,1.0876237154006958
542,2.263557195663452
543,1.1117886304855347
544,3.241935968399048
545,1.3672237396240234
546,2.7003889083862305
547,0.7065787315368652
548,1.5954039096832275
549,2.0173850059509277
550,2.109022378921509
551,1.6041133403778076
552,1.5470223426818848
553,1.760502815246582
554,1.5277612209320068
555,1.4503908157348633
556,2.004605770111084
557,1.8195083141326904
558,1.7723190784454346
559,1.7088083028793335
560,1.343869924545288
561,1.5258680582046509
562,1.1874098777770996
563,1.0283899307250977
564,1.245627760887146
565,1.7937567234039307
566,1.6849465370178223
567,1.052977442741394
568,1.5522685050964355
569,1.7509849071502686
570,1.7003304958343506
571,1.1330287456512451
572,1.9273264408111572
573,1.3830151557922363
574,1.8940610885620117
575,2.078946113586426
576,1.8222768306732178
577,2.0997815132141113
578,1.5403060913085938
579,2.893754005432129
580,2.2964048385620117
581,1.0910074710845947
582,1.2402220964431763
583,2.2882277965545654
584,1.2113213539123535
585,0.8900036811828613
586,1.2616263628005981
587,1.082268476486206
588,1.3387272357940674
589,1.316586971282959
590,1.5191435813903809
591,1.6606497764587402
592,1.6676859855651855
593,1.5077733993530273
594,1.3272899389266968
595,0.9164048433303833
596,1.142418384552002
597,1.1777293682098389
598,1.8297319412231445
599,0.992098331451416
600,1.1643362045288086
601,1.207042932510376
602,1.1930766105651855
603,1.833640694618225
604,1.092191219329834
605,1.0595729351043701
606,1.3890788555145264
607,1.3927226066589355
608,1.6527074575424194
609,1.930924654006958
610,2.1048314571380615
611,1.3926894664764404
612,1.106195330619812
613,2.3587851524353027
614,1.0153160095214844
615,2.4181413650512695
616,1.4272575378417969
617,2.4192652702331543
618,1.076397180557251
619,1.8965229988098145
620,1.5861430168151855
621,1.072567343711853
622,1.2112293243408203
623,2.0745880603790283
624,1.4477430582046509
625,1.4695115089416504
626,1.8131099939346313
627,2.764462947845459
628,1.9761967658996582
629,1.3810722827911377
630,1.3010567426681519
631,1.9560860395431519
632,1.3131701946258545
633,1.19107985496521
634,2.5489120483398438
635,1.2576783895492554
636,2.376262664794922
637,1.6992509365081787
638,1.5518407821655273
639,1.6368932723999023
640,2.17779803276062
641,1.674924373626709
642,1.0054404735565186
643,1.537307858467102
644,2.296870231628418
645,1.74552321434021
646,1.759335994720459
647,1.9011497497558594
648,1.4657858610153198
649,1.9455838203430176
650,1.103837251663208
651,2.064289093017578
652,1.5135555267333984
653,1.968260407447815
654,3.81545090675354
655,1.4396076202392578
656,2.093139171600342
657,1.6169592142105103
658,2.112863302230835
659,1.129439353942871
660,1.5050048828125
661,1.34326171875
662,1.7081928253173828
663,1.3440876007080078
664,1.64046311378479
665,1.848209023475647
666,1.5138647556304932
667,1.2245292663574219
668,1.0552024841308594
669,1.2933452129364014
670,1.060985803604126
671,1.1961791515350342
672,1.4213330745697021
673,1.7079861164093018
674,1.613768219947815
675,1.2574636936187744
676,1.0262157917022705
677,1.4876148700714111
678,2.7405433654785156
679,1.4416007995605469
680,1.8867758512496948
681,1.2929404973983765
682,1.5685473680496216
683,1.139143466949463
684,1.572066068649292
685,2.0146021842956543
686,2.157262086868286
687,1.285803198814392
688,1.1892168521881104
689,1.986431360244751
690,1.3537929058074951
691,1.952944278717041
692,1.2994358539581299
693,1.1032322645187378
694,1.457301378250122
695,1.3198108673095703
696,1.25917387008667
697,1.5697956085205078
698,1.553728699684143
699,1.8706369400024414
700,1.366001009941101
701,1.707556962966919
702,1.129075527191162
703,1.153061866760254
704,1.1588329076766968
705,2.029794216156006
706,1.2339951992034912
707,1.7960894107818604
708,1.0843040943145752
709,1.2675609588623047
710,1.3498859405517578
711,1.4772496223449707
712,1.4322409629821777
713,1.248396635055542
714,1.360320806503296
715,1.3471860885620117
716,1.216900110244751
717,1.269606590270996
718,1.3962620496749878
719,1.5535356998443604
720,2.1959171295166016
721,1.0911846160888672
722,1.7472703456878662
723,1.2724746465682983
724,1.1254546642303467
725,1.0860766172409058
726,1.2721171379089355
727,1.8800444602966309
728,1.173149824142456
729,1.7120949029922485
730,3.190483570098877
731,1.768630862236023
732,1.5915353298187256
733,1.789268136024475
734,1.506321907043457
735,1.2411718368530273
736,1.6011286973953247
737,1.6299631595611572
738,2.132136344909668
739,2.1548211574554443
740,1.5804153680801392
741,1.3146874904632568
742,1.515030860900879
743,1.4868357181549072
744,1.3530964851379395
745,1.6115010976791382
746,2.2294883728027344
747,1.6089998483657837
748,1.8209599256515503
749,2.341458320617676
750,1.021301507949829
751,1.1263811588287354
752,2.160240650177002
753,1.4799009561538696
754,2.5934255123138428
755,1.172121286392212
756,1.97892165184021
757,1.8475614786148071
758,1.4916139841079712
759,1.749441146850586
760,1.3159205913543701
761,1.8461978435516357
762,1.4812512397766113
763,1.075425148010254
764,1.7277588844299316
765,1.2013335227966309
766,1.8428685665130615
767,1.7436957359313965
768,1.202254295349121
769,1.6062068939208984
770,1.380916714668274
771,2.447526693344116
772,1.9231696128845215
773,1.3969687223434448
774,2.077880620956421
775,0.9992364048957825
776,1.8523354530334473
777,1.7177671194076538
778,1.8817968368530273
779,2.5953116416931152
780,2.7937536239624023
781,1.5137661695480347
782,1.6900923252105713
783,1.3170545101165771
784,1.5506575107574463
785,1.7194993495941162
786,1.2024990320205688
787,1.3654029369354248
788,1.4121108055114746
789,1.8575857877731323
790,1.4546904563903809
791,1.2012391090393066
792,1.5398292541503906
793,1.4741688966751099
794,1.3896619081497192
795,2.0220584869384766
796,2.2337594032287598
797,1.6680278778076172
798,1.3719570636749268
799,1.800850749015808
800,2.319518566131592
801,1.5051827430725098
802,1.5232237577438354
803,1.3605194091796875
804,1.4893380403518677
805,0.87723708152771
806,2.041351556777954
807,1.5528815984725952
808,1.9763190746307373
809,1.4403964281082153
810,1.1611087322235107
811,1.819422960281372
812,1.6068146228790283
813,1.8274402618408203
814,2.0619256496429443
815,1.5169670581817627
816,1.3872519731521606
817,1.3351311683654785
818,1.5407078266143799
819,2.239776611328125
820,1.4132080078125
821,1.971736192703247
822,1.0972890853881836
823,1.33530592918396
824,1.507118582725525
825,1.820824146270752
826,1.5797227621078491
827,1.9887446165084839
828,1.1963753700256348
829,1.8615652322769165
830,1.7501771450042725
831,1.7681009769439697
832,2.715693473815918
833,2.1802093982696533
834,2.289025068283081
835,3.56365966796875
836,1.3213618993759155
837,1.6713523864746094
838,1.7169005870819092
839,1.5223994255065918
840,1.3816601037979126
841,1.4302395582199097
842,1.1314527988433838
843,1.6247355937957764
844,1.475879192352295
845,1.408889651298523
846,1.0673787593841553
847,1.9045963287353516
848,1.0497446060180664
849,1.604163646697998
850,2.591628313064575
851,1.4109739065170288
852,2.013162851333618
853,1.5142178535461426
854,2.496271848678589
855,1.6899378299713135
856,2.187328815460205
857,1.7494875192642212
858,1.6511836051940918
859,1.509096384048462
860,1.5085092782974243
861,1.6163463592529297
862,1.9111171960830688
863,1.9353851079940796
864,1.6432706117630005
865,1.363786220550537
866,1.4088330268859863
867,1.6214721202850342
868,1.099612832069397
869,1.0028328895568848
870,1.9183695316314697
871,1.8654648065567017
872,1.7477140426635742
873,1.270096778869629
874,2.2417311668395996
875,1.3314108848571777
876,0.8307037353515625
877,1.2919684648513794
878,1.552231788635254
879,2.442795515060425
880,2.709195137023926
881,1.848944902420044
882,1.3938219547271729
883,1.3370084762573242
884,0.984991729259491
885,1.9065523147583008
886,1.7949914932250977
887,1.663133144378662
888,1.1223888397216797
889,2.5304906368255615
890,1.7235264778137207
891,1.321713924407959
892,1.8219162225723267
893,1.3813351392745972
894,1.4927788972854614
895,1.5857816934585571
896,1.8909976482391357
897,2.142073154449463
898,0.8947652578353882
899,1.444036602973938
900,1.7251384258270264
901,1.762312889099121
902,1.8588457107543945
903,1.0876526832580566
904,1.3926444053649902
905,2.4894862174987793
906,2.603930950164795
907,1.9465436935424805
908,1.1063908338546753
909,1.1291072368621826
910,1.3341889381408691
911,1.864195704460144
912,2.3965859413146973
913,2.0068752765655518
914,1.6990655660629272
915,1.3634490966796875
916,0.9667344689369202
917,1.9554557800292969
918,2.3058855533599854
919,1.6157935857772827
920,1.3724626302719116
921,2.0339977741241455
922,2.5142838954925537
923,1.141272783279419
924,2.031644821166992
925,1.7482686042785645
926,1.5811595916748047
927,1.5352147817611694
928,1.4043498039245605
929,2.059321641921997
930,0.8965907096862793
931,1.1513493061065674
932,1.4852116107940674
933,1.3745776414871216
934,2.159120798110962
935,1.194643497467041
936,1.285111427307129
937,2.2492804527282715
938,1.1456258296966553
939,1.7347297668457031
940,2.1414341926574707
941,1.1940991878509521
942,2.471081495285034
943,2.271139144897461
944,1.1162430047988892
945,1.9533164501190186
946,1.8527767658233643
947,2.685018301010132
948,1.3095128536224365
949,1.4391193389892578
950,1.3068842887878418
951,1.2989519834518433
952,2.222322702407837
953,1.8279443979263306
954,1.247464895248413
955,1.9033877849578857
956,1.3898978233337402
957,1.5849056243896484
958,1.729034423828125
959,2.5089852809906006
960,2.30655574798584
961,1.639772653579712
962,2.8683271408081055
963,2.052582025527954
964,1.6363173723220825
965,1.7113945484161377
966,1.471817970275879
967,2.742985248565674
968,1.2844055891036987
969,2.045419216156006
970,1.304930329322815
971,1.5742957592010498
972,1.2477545738220215
973,1.5321440696716309
974,1.8550533056259155
975,1.0811021327972412
976,2.122058629989624
977,6.16090726852417
978,1.6564136743545532
979,1.506458044052124
980,2.1250410079956055
981,2.1360037326812744
982,1.6057326793670654
983,1.2981833219528198
984,1.8792603015899658
985,1.341902732849121
986,1.3272125720977783
987,1.0947667360305786
988,1.0634899139404297
989,1.8357830047607422
990,1.8011832237243652
991,1.9060719013214111
992,2.58846378326416
993,3.0990262031555176
994,1.3416177034378052
995,1.9645497798919678
996,1.1579487323760986
997,1.8909271955490112
998,3.0728323459625244
999,2.009876251220703
1000,1.3964478969573975
1001,1.143953800201416
1002,2.332712173461914
1003,1.8632317781448364
1004,1.41682767868042
1005,1.5734846591949463
1006,1.566894292831421
1007,1.1318567991256714
1008,1.383241891860962
1009,2.4579989910125732
1010,1.8902466297149658
1011,2.4214425086975098
1012,1.0634210109710693
1013,0.7826046943664551
1014,1.9295718669891357
1015,1.9942938089370728
1016,1.7986421585083008
1017,1.92266845703125
1018,1.2144801616668701
1019,1.818837285041809
1020,1.3114564418792725
1021,1.7089457511901855
1022,1.788466215133667
1023,1.3159828186035156
1024,3.535726547241211
1025,1.714707374572754
1026,1.1764395236968994
1027,1.6147849559783936
1028,0.9985326528549194
1029,2.518131732940674
1030,1.8185368776321411
1031,1.8937790393829346
1032,1.2229454517364502
1033,2.081557273864746
1034,1.832045316696167
1035,2.445443630218506
1036,1.2908227443695068
1037,2.0981807708740234
1038,1.4267094135284424
1039,1.2070205211639404
1040,1.4685019254684448
1041,1.6949021816253662
1042,1.7788699865341187
1043,1.4297122955322266
1044,0.9151818752288818
1045,1.090611457824707
1046,1.1263632774353027
1047,1.970001459121704
1048,1.979845404624939
1049,1.1055519580841064
1050,2.6590657234191895
1051,1.7790220975875854
1052,1.3533506393432617
1053,1.9398150444030762
1054,1.6145093441009521
1055,1.4242688417434692
1056,2.1069369316101074
1057,1.5378326177597046
1058,2.175924301147461
1059,2.1767616271972656
1060,1.2973718643188477
1061,1.1723339557647705
1062,1.5367066860198975
1063,1.074092149734497
1064,1.7149441242218018
1065,1.272377610206604
1066,1.437433123588562
1067,1.1049960851669312
1068,1.4671664237976074
1069,0.9866580367088318
1070,0.9334810376167297
1071,1.640125036239624
1072,1.3744663000106812
1073,0.8776706457138062
1074,1.5146033763885498
1075,1.42201828956604
1076,1.6662487983703613
1077,1.7030558586120605
1078,1.7447504997253418
1079,1.8173493146896362
1080,0.9180736541748047
1081,1.1319421529769897
1082,2.0818967819213867
1083,1.5584182739257812
1084,1.1316852569580078
1085,1.1733518838882446
1086,2.690871000289917
1087,1.5745066404342651
1088,2.650416851043701
1089,1.2482547760009766
1090,1.2728561162948608
1091,0.8635449409484863
1092,0.8663942217826843
1093,1.8086249828338623
1094,1.802213191986084
1095,1.4710593223571777
1096,1.7841724157333374
1097,2.0102391242980957
1098,1.1434969902038574
1099,3.3701772689819336
1100,1.6718270778656006
1101,1.277107834815979
1102,1.4848304986953735
1103,1.1178215742111206
1104,1.315832495689392
1105,1.1150176525115967
1106,1.755053162574768
1107,1.7528003454208374
1108,2.0823543071746826
1109,1.4630084037780762
1110,0.8119549751281738
1111,1.0369150638580322
1112,1.742077350616455
1113,1.7492783069610596
1114,1.5844053030014038
1115,1.6985275745391846
1116,1.85258150100708
1117,1.179358959197998
1118,1.0594141483306885
1119,2.196734666824341
1120,1.2607777118682861
1121,1.8529361486434937
1122,1.6754971742630005
1123,2.4431281089782715
1124,1.852039098739624
1125,1.7729482650756836
1126,3.5085740089416504
1127,1.56156587600708
1128,2.2234578132629395
1129,1.1475104093551636
1130,2.0532453060150146
1131,1.3220640420913696
1132,1.2864757776260376
1133,1.4447050094604492
1134,1.6261522769927979
1135,3.6318535804748535
1136,1.9012234210968018
1137,1.7041916847229004
1138,2.4502997398376465
1139,1.1818466186523438
1140,1.3414485454559326
1141,2.219599723815918
1142,2.5473809242248535
1143,1.5986828804016113
1144,1.7668883800506592
1145,1.2684674263000488
1146,0.9265217781066895
1147,1.727330207824707
1148,1.0861923694610596
1149,1.7216817140579224
1150,2.4806876182556152
1151,2.423220157623291
1152,1.1521615982055664
1153,1.977262258529663
1154,1.2865523099899292
1155,1.2450907230377197
1156,1.3051015138626099
1157,1.142693281173706
1158,1.3781871795654297
1159,2.480726957321167
1160,1.3213591575622559
1161,1.5140352249145508
1162,1.2790313959121704
1163,1.0657265186309814
1164,1.222983717918396
1165,1.1483831405639648
1166,1.7638564109802246
1167,1.8717095851898193
1168,1.7825403213500977
1169,1.323805570602417
1170,1.489347219467163
1171,1.2913548946380615
1172,1.0670676231384277
1173,0.8657095432281494
1174,2.1357455253601074
1175,1.8241827487945557
1176,1.616544246673584
1177,1.6917004585266113
1178,1.8480572700500488
1179,1.931092381477356
1180,2.0470588207244873
1181,1.9820523262023926
1182,1.6141847372055054
1183,1.0004262924194336
1184,1.8120944499969482
1185,1.941232681274414
1186,1.186737060546875
1187,1.9079947471618652
1188,2.568845510482788
1189,2.2393317222595215
1190,1.3537355661392212
1191,1.508385181427002
1192,1.8357388973236084
1193,1.799544095993042
1194,1.1793041229248047
1195,2.110157012939453
1196,1.3377370834350586
1197,1.8380002975463867
1198,1.5664865970611572
1199,1.8611152172088623
1200,1.6870466470718384
1201,2.0913655757904053
1202,1.1953914165496826
1203,2.2390050888061523
1204,1.2609342336654663
1205,1.3016828298568726
1206,1.6680278778076172
1207,2.712283134460449
1208,1.7610445022583008
1209,1.984083890914917
1210,2.7845494747161865
1211,1.8329112529754639
1212,1.658444881439209
1213,1.0158467292785645
1214,2.026913642883301
1215,1.511108160018921
1216,1.4728593826293945
1217,2.4275472164154053
1218,1.347898244857788
1219,1.7903592586517334
1220,1.8048486709594727
1221,1.6211215257644653
1222,1.0706322193145752
1223,1.748147964477539
1224,1.7370336055755615
1225,1.0206865072250366
1226,2.5739903450012207
1227,1.667030930519104
1228,2.8577494621276855
1229,1.3347458839416504
1230,1.6499319076538086
1231,1.0346373319625854
1232,1.681960105895996
1233,1.3998732566833496
1234,2.0437614917755127
1235,3.886592149734497
1236,2.13268780708313
1237,1.4552595615386963
1238,1.1651992797851562
1239,1.3293139934539795
1240,1.4848363399505615
1241,0.9373435974121094
1242,1.6337014436721802
1243,1.2504247426986694
1244,1.4025341272354126
1245,1.8963608741760254
1246,1.0261495113372803
1247,0.9976806640625
1248,1.770012378692627
1249,1.4392833709716797
1250,1.8379201889038086
1251,2.636960506439209
1252,1.4347022771835327
1253,1.2339930534362793
1254,1.4139041900634766
1255,1.7006471157073975
1256,1.7940443754196167
1257,3.0134623050689697
1258,1.3203411102294922
1259,1.3407763242721558
1260,1.203420639038086
1261,1.3500014543533325
1262,1.2223682403564453
1263,1.1851829290390015
1264,1.4928722381591797
1265,1.090137004852295
1266,0.9800149202346802
1267,2.094205379486084
1268,1.8090236186981201
1269,1.6398749351501465
1270,2.4416980743408203
1271,1.5205020904541016
1272,2.069260597229004
1273,1.7508260011672974
1274,1.0242756605148315
1275,1.8927528858184814
1276,1.5221439599990845
1277,2.1958260536193848
